1088,Arkansas College (Lyon College),AR,2,*,*,*,25,*,*,*,*,22,27,708,334,166,46,74,530,182,8644,8644,3922,2382,1540,120,500,800,79,88,12.6,24,14579,54
1089,Arkansas Tech University,AR,1,*,*,*,21,*,*,*,*,18,24,1734,1729,951,12,52,3602,939,1730,3460,2650,*,*,60,450,1000,57,60,19.6,5,4739,48
1090,Arkansas State University,AR,1,*,*,*,21,*,*,*,*,18,24,2688,2633,1488,*,*,7212,1707,1800,3720,2580,*,*,130,500,*,71,73,20.0,9,5128,39
1092,University of Central Arkansas,AR,1,*,*,*,22,*,*,*,*,18,25,3131,2703,1792,*,47,7402,1119,1700,3274,2600,1440,1160,126,600,1761,71,72,20.5,10,4252,36
1094,University of the Ozarks,AR,2,*,*,*,*,*,*,*,*,17,21,218,215,126,15,55,570,59,4800,4800,2850,1650,1200,120,400,2000,49,51,12.8,*,8177,*
1098,Henderson State University,AR,1,*,*,*,*,*,*,*,*,17,22,1490,1490,771,21,47,2942,997,1440,2880,2400,2400,*,80,500,*,58,58,19.0,12,4540,68
1099,Hendrix College,AR,2,564,525,1089,26,490,620,460,580,23,28,823,721,274,52,87,954,6,8800,8800,3195,1935,1260,325,500,1200,82,99,13.1,26,8588,63
1100,John Brown University,AR,2,509,484,993,23,450,600,440,600,20,27,605,405,284,24,53,961,99,6398,6398,3672,1450,2222,148,400,1350,68,68,13.3,19,8118,75
1101,University of Arkansas at Little Rock,AR,1,*,*,*,19,*,*,*,*,17,22,1766,1322,1194,*,*,5753,4058,2136,5352,2435,2435,*,166,800,800,61,77,14.7,4,4724,19
1102,Ouachita Baptist University,AR,2,*,*,*,*,*,*,*,*,21,26,910,773,450,31,73,1310,61,6530,6530,2800,2800,*,100,500,1500,63,67,13.3,10,6413,65
1103,Philander Smith College,AR,2,*,*,*,*,*,*,*,*,*,*,350,350,222,12,23,701,239,2370,2370,1260,630,630,*,*,*,41,41,18.1,*,*,*
1106,Williams Baptist College,AR,2,*,*,*,19,*,*,*,*,17,22,220,210,131,12,34,509,97,3952,3952,2292,*,*,150,400,600,62,62,18.0,*,4061,*
1107,Southern Arkansas University,AR,1,*,*,*,*,*,*,*,*,*,*,792,792,499,26,45,2229,270,1500,2340,2240,*,*,*,400,*,40,74,17.0,*,4653,33
1108,University of Arkansas at Fayetteville,AR,1,*,*,*,*,*,*,*,*,20,26,3235,3108,2133,25,65,9978,1530,1932,5028,3300,3300,*,122,500,2000,73,89,14.8,10,6820,39
1117,Azusa Pacific University,CA,2,474,428,902,21,410,560,380,490,19,24,1080,948,504,25,56,2032,122,15500,15500,3700,1900,1800,206,250,750,47,60,12.8,7,9627,*
1122,Biola University,CA,2,500,440,940,22,425,590,400,550,18,26,1118,896,459,*,*,2058,111,11388,11388,4546,1984,2562,*,1000,*,67,67,16.6,15,9329,36
1125,California Baptist College,CA,2,441,395,836,19,*,*,*,*,*,*,308,262,157,*,44,592,113,6370,6370,3894,1800,2094,370,*,*,56,63,13.0,*,8554,43
1131,California Institute of Technology,CA,2,750,660,1410,*,740,780,610,700,*,*,1916,507,210,98,100,912,*,16695,16695,5051,*,*,210,735,3466,100,100,6.5,36,62469,83
1133,California Lutheran University,CA,2,495,436,931,21,430,560,370,490,19,24,563,247,247,23,52,1427,432,12950,12950,5300,5300,*,215,612,576,72,74,12.4,17,8985,60
1137,California State Univ. at Fullerton,CA,1,476,395,871,21,400,540,330,450,17,23,6004,4480,1470,*,*,12147,6681,1606,8990,3476,3476,*,1606,600,*,88,93,19.9,*,6288,56
1138,California State Univ. at Hayward,CA,1,*,*,*,*,*,*,*,*,*,*,2121,698,1126,*,*,6790,2988,1432,8803,2550,2550,*,*,450,*,*,*,20.5,*,7237,47
1139,California State Univ. at Long Beach,CA,1,456,382,838,21,*,*,*,*,*,*,10278,7746,2576,*,*,*,*,1053,8233,4400,4400,*,*,*,*,80,83,20.3,*,5382,48
1140,California State Univ. at Los Angeles,CA,1,*,*,*,*,*,*,*,*,*,*,5609,2756,1268,*,*,9358,5222,1788,7454,2900,2900,*,119,577,*,53,58,20.4,*,8145,49
1141,California State Univ. at Dominguez Hills,CA,1,*,*,*,*,*,*,*,*,*,*,1493,1194,428,*,*,4246,2457,1440,8820,2116,*,2116,*,*,*,90,90,18.1,*,8257,24
1142,California State Univ. at San Bernardino,CA,1,440,399,839,*,370,500,340,460,*,*,2329,1619,1521,*,*,6609,4398,*,*,*,*,*,*,*,*,93,100,20.3,*,6654,49
1143,California Polytechnic-San Luis,CA,1,547,455,1002,21,300,700,300,600,17,26,7811,3817,1650,47,73,12911,1404,2033,7380,4877,2335,2542,20,612,2091,72,81,19.8,13,8453,59
1144,California Poly-Pomona,CA,1,*,*,*,*,420,570,320,460,17,24,5945,3887,1566,*,60,11177,4027,*,5904,4862,2499,2363,1720,630,2430,73,76,18.5,7,7867,50
1146,California State University at Chico,CA,1,479,420,899,21,420,540,370,480,18,23,4816,3922,1278,*,75,11822,1343,*,5904,5050,2020,3030,1982,612,2100,*,*,18.9,5,7798,63
1147,California State University at Fresno,CA,1,*,*,*,*,*,*,*,*,*,*,4540,3294,1483,5,60,13494,1254,1802,7706,4368,*,*,*,600,1926,90,90,21.2,8,7268,61
1149,Humboldt State University,CA,1,501,455,956,22,*,*,*,*,*,*,3467,2190,565,*,*,5637,678,1599,9979,4200,4200,*,1467,600,800,80,82,16.4,4,8650,65
1150,California State University at Sacramento,CA,1,476,408,884,*,*,*,*,*,*,*,4348,3026,1234,*,*,13724,8161,1716,9096,4500,*,*,*,700,*,79,*,19.2,3,7530,47
1151,San Diego State University,CA,1,457,394,851,20,*,*,*,*,*,*,9402,7020,2151,20,70,16407,5550,1742,8384,5110,3556,*,*,612,2400,87,93,19.5,7,7930,41
1153,California State University at Northridge,CA,1,444,365,809,19,*,*,*,*,*,*,7672,5331,2157,*,33,15567,7544,1440,5904,5500,*,*,1520,576,1464,*,83,20.3,*,6691,43
1154,San Francisco State University,CA,1,444,372,816,19,400,510,290,450,16,22,5385,3539,1259,*,*,13165,5937,1584,8964,6776,*,*,352,630,2286,75,77,17.4,1,7651,55
1155,San Jose State University,CA,1,467,371,838,19,380,540,300,440,16,21,5210,4094,1420,*,*,14392,7263,1976,8820,4224,1680,2544,194,350,2204,72,74,17.4,6,5957,46
1156,Sonoma State University,CA,1,482,486,968,22,410,540,370,500,19,25,2726,982,557,47,84,4239,1259,*,7830,5189,3348,1841,2106,610,1650,79,86,16.1,1,7304,40
1157,California State University at Stanislaus,CA,1,449,400,849,19,*,*,*,*,*,*,1042,830,461,*,*,2895,1678,1584,8868,5300,*,*,*,650,*,89,94,15.3,9,7333,*
1158,United States International University,CA,2,464,431,895,19,380,570,350,490,*,*,322,168,51,*,*,237,67,11760,11760,4225,4225,*,90,630,1836,90,90,15.7,*,10317,23
1164,Chapman University,CA,2,501,456,957,22,430,560,400,500,19,24,959,771,351,23,48,1662,209,16624,16624,5895,5895,*,521,600,1100,72,80,12.8,6,12692,47
1170,Claremont McKenna College,CA,2,670,600,1270,28,620,720,560,640,26,30,1860,767,227,71,93,887,1,17000,17000,6010,3160,2850,140,500,850,99,99,9.6,52,18443,87
1171,Harvey Mudd College,CA,2,740,630,1370,*,710,770,580,690,*,*,1377,572,178,95,100,654,5,17230,17230,6690,3320,3370,465,700,900,100,100,8.2,46,21569,100
1172,Pitzer College,CA,2,590,560,1150,26,540,630,530,610,24,29,1133,630,220,37,73,750,30,17688,17688,5900,3192,2708,1548,650,850,100,100,10.4,11,14820,73
1173,Pomona College,CA,2,700,640,1340,31,650,730,600,680,*,*,3037,1130,390,80,98,1500,*,17720,17720,7220,*,*,180,800,1000,94,98,8.9,47,20682,91
1174,Scripps College,CA,2,590,560,1150,26,540,640,500,610,*,*,855,632,139,60,83,569,7,17238,17238,7350,3500,3850,112,600,800,95,100,8.2,41,18372,73
1179,College of Notre Dame,CA,2,*,*,*,*,390,510,380,470,18,23,344,264,97,11,42,500,331,12600,12600,5520,5520,*,*,630,2250,77,80,10.4,7,9773,43
1183,Holy Names College,CA,2,450,448,898,*,390,500,400,470,*,*,258,157,43,*,*,273,317,11480,11480,5280,*,*,290,630,2034,75,75,7.8,41,10362,44
1196,Dominican College of San Rafael,CA,2,452,432,884,*,390,520,380,470,*,*,213,173,75,*,*,648,150,12790,12790,6100,6100,*,250,650,2250,56,63,11.6,29,8966,50
1215,La Sierra University,CA,2,468,420,888,20,380,520,350,470,18,23,659,530,325,*,*,1067,268,12180,12180,3885,2160,1695,195,683,2438,69,76,12.6,14,8294,49
1216,University of La Verne,CA,2,472,431,903,22,400,540,362,475,16,25,1597,969,226,16,38,1431,1522,13540,13540,5050,5050,*,*,630,2298,66,68,14.1,23,10139,47
1236,Menlo College,CA,2,447,382,829,19,370,510,320,440,*,*,315,275,115,*,*,553,9,13975,13975,6200,6200,*,690,500,*,46,46,15.4,5,11304,*
1238,Mills College,CA,2,520,530,1050,25,480,600,470,610,*,*,529,414,132,32,66,781,43,14100,14100,6000,*,3000,442,600,1370,*,99,10.3,24,14299,64
1243,Mount St. Mary's College,CA,2,506,466,972,21,430,560,390,520,*,*,657,537,113,37,90,1039,466,12474,12474,5678,5678,*,425,630,1278,53,71,11.9,19,10613,72
1249,Occidental College,CA,2,570,510,1080,*,500,640,440,560,*,*,2324,1319,370,52,81,1686,35,16560,16560,5140,2980,2160,334,558,1152,91,93,10.5,30,16196,79
1252,Pacific Christian College,CA,2,474,426,900,22,400,540,340,490,20,26,167,142,89,9,41,414,165,6500,6500,3000,3000,*,490,500,*,38,38,10.7,6,5612,67
1253,Fresno Pacific College,CA,2,532,476,1008,22,470,590,410,530,20,25,346,274,146,51,87,704,63,9900,9900,3670,1500,2170,174,630,1818,59,59,10.5,14,8095,54
1258,Pacific Union College,CA,2,*,*,*,22,*,*,*,*,19,25,940,668,385,20,48,1316,139,11925,11925,3825,1590,2235,*,630,1926,48,87,12.3,12,9157,69
1262,Point Loma Nazarene College,CA,2,472,425,897,21,390,540,360,490,19,23,809,687,428,20,43,1889,217,10176,10178,4190,*,*,134,800,750,71,71,16.1,19,7895,54
1264,Pepperdine University,CA,2,585,514,1099,25,510,630,450,550,22,28,3821,2037,680,86,96,2488,625,18200,18200,6770,3750,3020,70,500,700,95,98,11.6,13,16185,66
1293,Southern California College,CA,2,466,443,909,21,360,540,350,480,19,26,385,340,193,18,38,784,127,9520,9520,4124,1980,2144,340,630,1818,63,65,18.6,11,8219,43
1302,St. Mary's College of California,CA,2,549,483,1032,*,501,598,432,538,*,*,2643,1611,465,36,80,2615,248,13332,13332,6354,3177,3177,120,630,1584,88,89,16.1,17,9619,78
1305,Stanford University,CA,2,736,665,1401,31,650,750,580,690,26,33,13608,2926,1616,88,97,6573,*,18669,18669,6795,*,*,*,840,1355,*,99,9.7,25,33629,96
1312,University of California at Berkeley,CA,1,654,564,1218,*,590,730,500,640,*,*,19873,8252,3215,95,100,19532,2061,3949,11648,6246,*,*,*,636,1933,93,97,15.8,10,13919,78
1313,University of California at Davis,CA,1,585,485,1070,24,520,650,420,560,21,27,16343,11399,3124,95,100,15429,1888,*,7699,5285,*,*,4374,841,2374,*,98,14.5,11,15873,76
1314,University of California at Irvine,CA,1,574,455,1029,*,510,640,390,510,*,*,15698,10775,2478,85,100,12677,864,4325,12024,5302,*,*,*,790,1818,96,96,16.1,11,15934,66
1315,University of California at Los Angeles,CA,1,621,520,1141,*,558,700,460,590,*,*,22165,10435,3591,93,100,21637,1255,*,7689,5580,*,*,3894,850,1255,97,99,11.8,9,20260,77
1316,University of California at Riverside,CA,1,542,440,982,23,470,620,360,510,19,25,9798,7566,1470,80,100,6922,265,*,7699,5430,*,*,4092,780,1350,98,99,13.4,8,12528,62
1317,University of California at San Diego,CA,1,616,515,1131,26,560,680,460,570,23,28,19433,11469,2481,95,100,13738,711,*,7699,6607,*,*,4128,630,1935,100,100,13.9,6,17674,66
1320,University of California at Santa Barbara,CA,1,547,459,1006,*,520,610,400,490,*,*,16663,14141,3239,90,100,15638,693,*,11218,5990,*,*,4372,630,2045,96,100,18.9,6,9475,69
1321,University of California at Santa Cruz,CA,1,554,505,1059,*,490,620,440,580,*,*,10758,8559,1717,94,100,8713,607,*,7699,6081,6081,*,4110,633,1191,94,100,21.3,10,10860,59
1322,University of Redlands,CA,2,*,*,*,*,470,610,450,540,21,26,1498,1219,306,26,63,1369,1587,16530,16530,6205,2795,3410,405,600,*,81,87,8.9,25,10685,73
1325,University of San Francisco,CA,2,514,463,977,21,450,590,390,520,20,25,2306,1721,538,23,48,4309,549,13226,13226,6452,3846,2606,100,750,2450,86,86,13.6,8,10074,62
1326,Santa Clara University,CA,2,*,*,*,*,520,630,440,540,*,*,4019,2779,888,40,73,3891,128,13584,13584,5928,5928,*,396,630,1278,88,92,13.9,19,10872,100
1328,University of Southern California,CA,2,592,498,1090,25,520,660,430,570,22,28,12229,8498,2477,45,71,13259,1429,17230,17230,6482,3566,2916,330,600,2210,90,94,11.4,10,17007,68
1329,University of the Pacific,CA,2,531,444,975,*,460,620,400,540,*,*,2459,1997,582,36,66,2664,299,16320,16320,5326,*,*,330,646,1171,87,94,11.2,14,13706,65
1339,Western Baptist College,OR,2,429,404,833,*,*,*,*,*,*,*,259,219,118,*,*,513,23,9200,9200,4000,*,*,200,375,2100,23,23,16.8,14,7269,51
1341,Westmont College,CA,1,550,501,1051,24,480,620,450,550,22,26,950,713,351,42,72,1276,9,14320,14320,5304,3080,2224,866,490,1410,77,77,14.9,17,8837,87
1342,Whittier College,CA,2,507,454,961,*,430,580,390,510,*,*,1681,1069,344,35,63,1235,30,16249,16249,5699,5699,*,579,500,1998,84,92,13.6,29,11778,52
1343,Woodbury University,CA,2,441,381,822,20,380,500,320,430,17,22,349,313,111,*,*,765,191,13020,13020,5490,*,*,840,900,2160,28,60,13.5,2,6944,54
1345,Adams State College,CO,1,*,*,*,21,*,*,*,*,18,24,1508,1259,569,16,44,1922,232,1386,1672,3730,1820,1910,374,520,2200,63,67,27.9,*,3897,60
1347,Colorado College,CO,2,*,*,*,*,560,670,510,620,25,30,3207,1577,490,56,87,1892,7,17142,17142,4190,2114,2076,120,450,1200,85,97,11.3,51,14664,84
1349,University of Northern Colorado,CO,1,480,440,920,22,420,540,380,480,19,24,5530,4007,1697,12,37,8463,1498,1829,7731,4128,*,*,398,540,2286,75,75,21.5,8,6309,40
1350,Colorado State University,CO,1,545,479,1024,25,490,610,430,540,22,27,9478,6312,2194,29,65,15646,1829,2124,8412,4180,4180,*,585,470,1800,87,89,19.2,10,7850,59
1353,Fort Lewis College,CO,1,*,*,*,*,*,*,*,*,*,*,3440,2823,1123,16,35,3793,486,1450,6198,3320,1820,1500,327,500,2500,89,97,19.1,6,4362,46
1358,Mesa State College,CO,1,451,400,851,20,*,*,*,*,16,25,1584,1456,891,6,18,3471,911,1434,5016,3798,1782,2016,380,540,2256,48,48,28.8,12,3871,59
1360,Metropolitan State College,CO,1,448,407,855,20,380,510,330,460,17,22,3512,2975,1662,6,23,9544,8177,1494,5790,*,*,*,129,500,1205,75,73,21.1,14,4400,25
1363,Regis University,CO,2,487,442,929,22,*,*,*,*,*,*,1107,904,308,*,*,1142,27,12700,12700,5480,2700,2780,60,520,1170,90,90,14.8,15,*,53
1365,University of Southern Colorado,CO,1,480,428,908,20,400,530,330,460,17,23,1401,1239,605,10,34,3716,675,1644,7100,4380,1756,2624,324,540,2948,63,88,19.4,0,5389,36
1369,United States Air Force Academy,CO,1,*,*,*,*,620,700,520,600,*,*,9557,1605,1160,72,95,4236,*,*,*,*,*,*,*,*,*,40,40,8.2,*,35754,88
1370,University of Colorado at Boulder,CO,1,*,*,*,*,500,630,440,540,22,28,14063,9320,3436,28,65,18465,1541,2230,12563,3811,3811,*,459,540,2319,90,90,19.9,*,8703,66
1371,University of Denver,CO,2,540,470,1010,24,470,590,430,540,21,27,2974,2001,580,29,60,2666,554,15192,15192,4695,4695,*,330,400,1350,84,91,15.9,21,11762,67
1372,Western State College of Colorado,CO,1,470,420,890,21,400,520,360,470,18,22,2702,1623,604,7,24,2315,146,1819,5918,3755,1936,1819,507,500,2050,76,79,19.4,4,4599,52
1374,Albertus Magnus College,CT,2,460,430,890,23,*,*,*,*,*,*,353,340,103,17,45,416,230,13290,13290,5720,5720,*,200,500,1500,90,93,11.5,26,8861,63
1378,Central Connecticut State University,CT,1,457,414,871,*,400,510,370,460,*,*,4158,2532,902,6,24,6394,3881,1842,5962,4444,2384,2060,1298,500,985,69,73,16.7,4,4900,49
1379,Connecticut College,CT,2,*,*,*,*,550,656,517,626,*,*,3035,1546,438,42,93,1630,232,18740,18740,6300,2935,3365,210,600,500,86,95,10.7,40,14773,91
1380,Western Connecticut State University,CT,1,*,*,*,*,*,*,*,*,*,*,2486,1503,528,7,23,2818,1861,1842,5962,3936,2174,1762,1218,*,*,69,76,15.5,*,5920,*
1385,Fairfield University,CT,2,560,498,1058,25,510,610,450,540,*,*,4784,3346,781,30,66,2984,1037,15000,15000,6200,6200,*,310,700,1100,86,90,15.1,30,11220,94
1397,University of New Haven,CT,2,495,434,929,*,450,580,400,550,*,*,1651,1412,336,*,11,1411,1914,10600,10600,5020,3120,1900,200,500,*,79,90,15.6,6,7033,79
1401,Teikyo Post University,CT,2,*,*,*,*,*,*,*,*,*,*,345,297,92,13,26,570,1273,11300,11300,5400,5400,*,250,400,1000,30,37,12.2,2,9310,*
1402,Quinnipiac College,CT,2,*,*,*,*,440,570,410,550,18,24,3712,2153,806,17,45,2677,714,12030,12030,6140,6140,*,590,1000,500,63,73,12.0,33,8847,86
1403,Sacred Heart University,CT,2,480,420,900,*,440,540,400,490,*,*,2307,1896,509,19,51,1707,1889,11070,11070,5780,4090,1690,320,400,600,71,73,14.8,16,7120,82
1406,Southern Connecticut State University,CT,1,430,400,830,*,360,480,350,450,*,*,3852,2652,1044,4,14,5892,2478,1842,5962,4796,2180,2616,1190,700,*,62,73,15.8,8,5245,45
1409,Saint Joseph College,CT,2,*,*,*,*,400,530,400,500,*,*,292,241,96,20,52,543,712,12200,12200,4600,2200,2400,200,650,950,87,90,11.2,32,8680,76
1414,Trinity College,CT,2,*,*,*,*,570,670,510,610,23,29,3058,1798,478,46,84,1737,244,18810,18810,5690,3540,2150,780,500,680,91,96,10.4,48,18034,91
1415,United States Coast Guard Academy,CT,1,644,542,1186,*,600,700,540,610,*,*,5099,466,277,72,97,930,*,*,*,*,*,*,*,*,*,31,31,8.3,6,36704,71
1416,University of Bridgeport,CT,2,489,422,911,*,370,520,350,480,*,*,598,441,153,16,36,527,312,12500,12500,6810,3700,3110,624,500,500,76,82,7.9,*,*,51
1422,University of Hartford,CT,2,506,457,963,*,450,560,400,500,*,*,5081,4040,1194,11,26,3768,1415,14220,14220,6000,2300,3700,690,500,1440,61,76,10.7,9,10625,66
1424,Wesleyan University,CT,2,660,620,1280,29,610,710,570,670,*,*,4772,1973,712,60,86,2714,27,19130,19130,5600,3290,2310,660,1400,1400,90,94,12.1,39,16262,92
1425,Eastern Connecticut State University,CT,1,444,411,855,*,*,*,*,*,*,*,2172,1493,564,14,50,2766,1531,1842,5962,4316,2436,1880,1513,650,500,71,76,16.9,14,5719,50
1426,Yale University,CT,2,*,*,*,*,650,750,600,710,*,*,10705,2453,1317,95,99,5217,83,19840,19840,6510,3040,3470,*,630,2115,96,96,5.8,49,40386,99
1428,Delaware State College,DE,1,*,*,*,*,*,*,*,*,*,*,2611,1845,764,*,*,*,*,4878,4878,3810,2210,1600,110,*,*,60,60,13.7,*,9432,26
1429,Goldey Beacom College,DE,2,486,425,911,*,*,*,*,*,*,*,633,468,284,10,27,823,963,6120,6120,2985,*,2985,*,531,1830,25,25,27.6,4,6081,36
1431,University of Delaware,DE,2,*,*,1035,*,500,610,450,530,*,*,14446,10516,3252,22,57,14130,4522,3690,10220,4230,2280,1950,410,530,1300,82,87,18.3,15,10650,75
1433,Wesley College,DE,2,413,387,800,*,350,450,340,420,*,*,980,807,350,10,25,872,448,9890,9890,4674,2450,2224,405,500,1350,52,57,14.4,15,6243,84
1434,American University,DC,2,583,550,1133,*,530,625,500,610,*,*,4613,3587,1048,35,77,4545,873,15934,15934,6400,2440,3960,210,450,800,*,93,13.6,9,11803,69
1436,Capitol College,MD,2,460,420,880,*,*,*,*,*,*,*,100,90,35,10,52,282,331,8400,8400,2812,2812,*,195,300,2134,10,50,12.1,24,7976,52
1437,Catholic University of America,DC,2,*,*,*,*,490,610,460,570,22,28,1754,1465,505,24,49,2159,211,13712,13712,6408,3622,2786,460,526,1100,90,96,9.3,18,12751,75
1443,Gallaudet University,DC,2,*,*,*,*,*,*,*,*,*,*,825,645,392,*,*,1541,221,4700,4700,5400,3100,2300,330,663,2343,58,63,6.6,17,24182,*
1444,George Washington University,DC,2,*,*,*,*,530,650,490,600,24,29,7875,5062,1492,38,71,5471,1470,17450,17450,6328,3998,2330,720,700,950,92,93,7.6,15,14745,72
1445,Georgetown University,DC,2,*,*,*,*,600,690,540,650,26,31,11115,2881,1390,71,93,5881,406,18300,18300,7131,2590,4541,156,670,1700,91,92,7.2,27,19635,95
1448,Howard University,DC,2,457,426,883,20,390,510,360,470,17,22,9776,3164,1666,*,*,6705,874,7128,7128,3750,2050,1700,615,300,*,78,86,7.5,4,18287,46
1452,Mount Vernon College,DC,2,440,402,842,20,*,*,*,*,*,*,149,70,61,15,35,203,138,13780,13780,6915,3107,3808,500,500,500,84,90,5.7,20,13844,*
1460,Trinity College,DC,2,470,480,950,22,410,510,420,550,18,25,247,189,100,19,49,309,639,11412,11412,6430,2900,3530,150,500,900,89,93,8.3,37,11806,96
1466,Barry University,FL,2,470,430,900,20,390,540,360,490,17,24,990,784,279,18,45,1811,3144,11290,11290,5360,5360,*,240,600,1800,76,78,12.6,11,9084,72
