1137,Cal.St.Univ-Fullerton,CA,IIA,605,493,387,544,760,637,506,690,393,120,105,5,623
1138,Cal.St.Univ-Hayward,CA,IIA,606,491,384,552,762,629,503,699,258,69,49,7,383
1139,Cal.St.Univ-Long Beach,CA,IIA,600,474,401,542,751,610,521,685,491,171,112,6,780
1141,Cal.St.Univ-Dominguez Hills,CA,IIA,605,472,392,548,759,606,593,705,178,52,37,1,268
1143,Cal.Poly.St.U-Sn Luis Obispo,CA,IIA,607,496,394,571,763,635,514,721,507,102,60,1,670
1144,Cal.Poly.St.Univ-Pomona,CA,IIA,610,492,408,559,766,630,531,707,411,116,79,4,610
1146,Cal.St.Univ-Chico,CA,IIA,604,482,395,558,758,631,518,707,413,86,73,2,574
1147,Cal.St.Univ-Fresno,CA,IIA,603,476,382,553,757,612,500,699,459,109,67,14,649
1149,Humboldt State University,CA,IIA,593,468,387,543,746,603,507,688,213,38,50,0,301
1151,San Diego State University,CA,IIA,602,479,403,547,756,615,524,693,576,223,100,10,909
1155,San Jose State University,CA,IIA,598,486,404,528,750,623,526,669,431,222,158,8,819
1156,Sonoma State University,CA,IIA,602,459,380,553,755,592,497,699,170,34,29,0,233
1164,Chapman University,CA,IIA,578,470,420,491,763,627,573,656,38,37,36,0,111
1170,Claremont McKenna College,CA,IIB,716,516,411,601,892,661,510,751,36,16,12,2,67
1171,Harvey Mudd College,CA,IIB,771,579,454,638,961,739,588,805,34,14,20,0,68
1172,Pitzer College,CA,IIB,652,439,381,547,824,572,482,695,31,10,13,0,54
1173,Pomona College,CA,IIB,730,525,417,566,909,658,530,708,60,52,40,7,161
1174,Scripps College,CA,IIB,611,458,372,511,776,588,495,658,28,10,15,1,54
1179,College of Notre Dame,CA,IIB,524,421,374,448,630,503,443,535,25,16,15,3,59
1183,Holy Names College,CA,IIB,484,394,275,368,542,443,311,413,10,22,18,1,51
1216,University of La Verne,CA,IIA,482,392,326,401,602,478,396,494,41,28,41,0,110
1238,Mills College,CA,IIA,593,461,407,492,737,571,507,612,28,16,23,2,70
1249,Occidental College,CA,IIB,624,469,388,490,806,593,482,621,49,42,33,15,139
1253,Fresno Pacific College,CA,IIB,*,*,*,361,*,*,*,447,0,0,0,0,54
1258,Pacific Union College,CA,IIB,362,333,315,336,441,398,376,403,40,17,41,4,102
1262,Point Loma Nazarene College,CA,IIB,507,393,358,429,637,523,468,549,43,21,23,7,94
1264,Pepperdine University,CA,IIA,715,561,511,637,930,737,645,829,130,72,22,7,231
1302,Saint Mary's Coll. of Calif.,CA,IIA,614,494,404,500,754,616,497,618,38,55,42,0,135
1305,Stanford University,CA,I,952,658,519,824,1144,814,653,1000,533,139,145,0,834
1312,Univ.of Calif.-Berkeley,CA,I,764,513,433,650,939,631,533,799,834,229,209,0,1346
1313,Univ.of Calif.-Davis,CA,I,683,478,404,561,840,588,496,689,535,190,234,0,1072
1314,Univ.of Calif.-Irvine,CA,I,708,488,423,574,870,599,520,705,319,161,138,0,673
1315,Univ.of Calif.-Los Angeles,CA,I,741,497,421,609,910,611,517,748,817,267,298,0,1499
1316,Univ.of Calif.-Riverside,CA,I,670,461,390,514,824,567,479,632,183,80,140,0,441
1317,Univ.of Calif.-San Diego,CA,I,723,487,401,595,888,598,493,732,405,147,130,0,734
1319,Univ.of Calif.-San Francisco,CA,I,624,449,380,520,767,552,467,639,154,83,74,0,314
1320,Univ.of Calif.-Santa Barbara,CA,I,712,473,401,578,875,581,493,711,371,125,145,0,694
1321,Univ.of Calif.-Santa Cruz,CA,I,677,464,391,537,832,570,481,660,186,93,92,0,413
1322,University of Redlands,CA,IIA,566,468,406,488,716,592,495,610,49,19,39,0,109
1325,University of San Francisco,CA,IIA,617,486,405,514,811,644,538,680,129,59,80,19,287
1326,Santa Clara University,CA,IIA,763,555,487,578,938,704,624,729,85,117,90,0,324
1328,Univ. of Southern California,CA,I,802,574,484,641,1016,751,636,825,485,354,286,27,1165
1329,University of the Pacific,CA,IIA,542,420,372,459,666,528,468,570,172,92,100,10,377
1339,Western Baptist College,OR,IIB,*,308,252,285,*,451,340,388,3,7,7,5,22
1341,Westmont College,CA,IIB,489,408,339,415,616,524,429,526,30,19,22,3,74
1342,Whittier College,CA,IIA,666,499,347,531,808,601,416,642,48,27,24,9,108
1343,Woodbury University,CA,IIA,*,373,365,381,*,472,454,478,5,11,6,0,22
1345,Adams State College,CO,IIA,436,356,321,360,527,444,400,444,29,21,40,8,98
1347,Colorado College,CO,IIB,613,488,398,525,776,621,509,665,63,38,26,1,134
1349,Univ. of Northern Colorado,CO,I,480,390,333,385,565,463,399,458,151,111,129,35,467
1350,Colorado State University,CO,I,598,447,403,517,714,534,481,617,483,255,188,0,926
1353,Fort Lewis College,CO,IIB,439,385,342,392,516,452,402,460,73,35,52,5,165
1358,Mesa State College,CO,IIB,429,353,297,340,508,427,363,410,49,31,37,7,145
1360,Metro. State Coll.of Denver,CO,IIB,480,406,351,418,568,485,424,498,159,90,111,8,370
1363,Regis University,CO,IIB,489,434,349,424,626,531,428,527,16,26,12,2,56
1365,University Southern Colorado,CO,IIA,474,422,360,397,559,498,425,468,47,45,63,15,170
1370,Univ. of Colorado- Boulder,CO,I,652,494,421,528,797,615,519,649,457,301,227,93,1081
1371,University of Denver,CO,I,623,479,430,509,756,588,525,620,142,106,101,6,378
1372,Western State Coll. of Colo.,CO,IIB,452,381,324,402,546,460,406,490,52,25,26,0,103
1374,Albertus Magnus College,CT,IIB,391,343,*,340,444,400,*,393,9,7,5,3,24
1378,Central Connecticut St.Univ.,CT,IIA,666,534,397,518,856,700,536,680,118,119,137,16,390
1379,Connecticut College,CT,IIB,619,461,366,499,810,613,477,654,63,35,30,11,140
1380,Western Conn. State Univ.,CT,IIA,658,516,477,575,883,711,652,778,90,36,50,2,178
1385,Fairfield University,CT,IIA,685,545,452,545,894,733,603,721,62,43,81,6,192
1397,University of New Haven,CT,IIA,524,450,401,471,656,576,513,596,72,44,30,1,152
1402,Quinnipiac College,CT,IIA,697,540,412,553,877,686,531,701,82,51,64,10,207
1403,Sacred Heart University,CT,IIB,546,444,374,435,686,566,478,553,19,55,30,7,111
1406,Southern Conn. State Univ.,CT,IIA,644,514,385,522,819,673,516,678,160,125,120,12,417
1409,Saint Joseph College,CT,IIA,548,451,360,430,654,544,432,517,8,34,22,1,65
1414,Trinity College,CT,IIB,706,501,394,550,901,650,494,704,57,49,32,0,146
1416,University of Bridgeport,CT,IIA,505,437,360,434,644,551,463,553,32,29,26,1,90
1422,University of Hartford,CT,IIA,529,445,380,439,660,566,492,558,76,131,111,3,329
1424,Wesleyan University,CT,IIA,734,504,423,597,936,641,539,761,128,57,66,0,254
1425,Eastern Connecticut St.Univ.,CT,IIA,650,515,400,535,856,689,547,714,47,47,33,0,127
1426,Yale University,CT,I,928,522,444,708,1127,643,548,863,404,118,191,6,767
1428,Delaware State University,DE,IIA,545,435,359,379,716,583,491,515,29,47,61,34,183
1429,Goldey Beacom College,DE,IIB,492,405,*,417,613,511,*,528,8,14,3,1,26
1431,University of Delaware,DE,I,723,531,422,556,922,693,554,721,341,319,217,65,953
1433,Wesley College,DE,IIB,448,373,334,376,565,449,396,456,14,12,22,1,49
1434,American University,DC,I,746,520,417,555,897,641,505,673,165,119,125,37,446
1436,Capitol College,MD,IIB,*,344,*,352,*,406,*,416,5,7,5,0,17
1437,Catholic Univ. of America,DC,I,611,449,385,482,718,533,459,570,123,141,104,6,374
1443,Gallaudet University,DC,IIA,623,480,399,482,814,638,534,637,86,67,70,35,261
1444,George Washington University,DC,I,729,542,447,610,874,653,536,733,316,175,134,12,637
1445,Georgetown University,DC,I,857,552,427,618,1080,710,546,785,192,157,154,25,528
1448,Howard University,DC,I,656,483,403,481,780,591,494,587,241,282,189,111,891
1452,Mount Vernon College,DC,IIB,*,360,288,330,*,453,364,413,3,10,17,0,30
1460,Trinity College,DC,IIB,457,362,293,350,536,435,349,415,12,12,21,2,47
1466,Barry University,FL,IIA,488,420,350,394,598,508,424,477,39,77,84,15,215
1468,St. Thomas University,FL,IIA,438,482,351,403,520,570,421,480,23,22,37,4,90
1479,Embry-Riddle Aero University,FL,IIA,457,369,310,365,556,452,383,446,70,130,84,7,299
1480,Florida A & M University,FL,IIA,524,426,359,424,661,543,460,540,103,123,111,27,364
1481,Florida Atlantic University,FL,IIA,580,426,394,461,750,559,517,601,183,147,159,30,528
1487,Eckerd College,FL,IIB,534,424,357,436,676,547,472,563,32,18,37,0,87
1488,Florida Southern College,FL,IIB,440,369,331,369,552,473,409,463,30,18,44,4,96
1489,Florida State University,FL,I,564,399,378,473,729,525,494,616,510,316,192,16,1038
1515,Rollins College,FL,IIA,542,420,321,457,678,519,378,564,78,43,26,7,154
1531,Stetson University,FL,IIA,622,437,370,477,794,561,467,605,61,52,65,2,185
1535,University of Florida,FL,I,613,430,399,501,790,567,527,653,981,721,510,49,2261
1536,University of Miami,FL,I,693,510,408,513,895,654,514,659,291,200,147,20,769
1537,University of South Florida,FL,I,571,418,369,455,735,547,483,591,387,319,239,45,1038
1538,University of Tampa,FL,IIB,495,425,371,416,593,513,438,497,36,37,46,4,127
1542,Agnes Scott College,GA,IIB,527,421,356,426,651,528,441,528,19,24,19,4,66
1544,Albany State College,GA,IIB,444,395,335,371,578,519,437,484,38,24,68,8,138
1546,Armstrong State College,GA,IIB,462,367,315,347,588,457,391,434,38,32,119,12,201
1552,Augusta College,GA,IIA,503,409,336,383,645,520,431,489,40,43,79,21,183
1554,Berry College,GA,IIB,515,403,343,399,650,519,439,509,25,20,38,3,92
1561,Columbus College,GA,IIA,456,375,333,396,588,491,437,515,75,50,51,2,178
1564,Emory University,GA,I,796,547,451,608,972,686,567,753,203,177,161,8,549
1566,Fort Valley State College,GA,IIB,471,382,339,379,596,490,439,487,37,39,49,17,142
1569,Georgia Institute of Tech.,GA,I,684,517,462,558,862,665,594,711,235,206,167,17,626
1570,Southern Coll. of Technology,GA,IIB,457,386,360,398,587,496,460,511,44,58,40,4,146
1572,Georgia Southern University,GA,IIA,495,408,328,363,623,509,407,453,105,135,254,109,603
1574,Georgia State University,GA,I,666,474,390,502,817,594,493,624,258,254,241,40,793
1577,Kennesaw State College,GA,IIA,523,428,353,399,661,542,445,506,69,116,111,54,350
1580,Mercer University-Entire,GA,IIA,555,423,351,433,686,538,435,540,76,78,81,11,246
1586,Oglethorpe University,GA,IIB,516,454,329,450,630,550,390,546,21,9,10,0,44
1591,Shorter College,GA,IIB,370,308,294,317,439,368,355,379,16,17,17,5,55
1598,University of Georgia,GA,I,619,444,378,489,768,553,464,607,650,552,391,64,1658
1599,Valdosta State University,GA,IIA,477,386,344,390,603,496,445,500,88,90,114,19,311
1601,West Georgia College,GA,IIA,466,391,353,392,595,502,454,502,98,50,97,27,272
1602,Georgia College,GA,IIA,447,388,340,373,571,496,440,479,47,41,80,11,179
1610,Univ. of Hawaii at Manoa,HI,I,713,532,458,570,887,677,587,719,442,285,272,100,1099
1616,Boise State University,ID,IIA,448,391,354,391,566,498,453,498,157,111,100,7,427
1617,Albertson Coll. of Idaho,ID,IIB,424,338,266,336,540,430,338,428,16,20,19,1,56
1620,Idaho State University,ID,IIA,466,382,337,368,588,487,433,471,128,99,113,120,460
1621,Lewis-Clark State College,ID,IIB,391,329,292,338,499,425,381,436,39,35,35,1,110
1624,Northwest Nazarene College,ID,IIB,*,*,*,341,*,*,*,448,0,0,0,0,71
1626,University of Idaho,ID,I,514,408,373,438,640,514,472,550,217,165,155,9,546
1633,Augustana College,IL,IIB,527,425,362,418,648,523,449,517,41,28,50,18,137
1634,Aurora University,IL,IIB,434,379,339,372,528,461,402,447,18,16,19,16,69
1635,Barat College,IL,IIB,507,405,333,402,599,473,394,474,9,9,14,0,32
1639,Blackburn University,IL,IIB,*,*,*,312,*,*,*,370,0,0,0,0,23
1641,Bradley University,IL,IIA,570,464,378,442,679,562,449,529,75,88,100,30,295
1664,College of Saint Francis,IL,IIB,446,422,345,392,551,524,435,489,12,15,23,0,50
1665,Columbia College,IL,IIB,*,*,*,349,*,*,*,446,0,0,0,0,171
1666,Concordia University,IL,IIB,399,351,295,351,487,435,374,435,30,23,24,1,78
1671,DePaul University,IL,IIA,702,543,427,524,857,681,527,648,120,173,152,55,500
1674,Eastern Illinois University,IL,IIA,442,373,333,364,515,438,393,428,190,161,120,87,560
1678,Eureka College,IL,IIB,*,370,315,355,*,458,390,438,5,16,16,0,37
1684,Greenville College,IL,IIB,374,331,292,336,466,424,370,422,27,11,15,4,57
1688,Illinois College,IL,IIB,522,424,347,424,621,503,410,502,16,18,14,3,51
1691,Illinois Institute of Tech.,IL,I,680,480,452,512,836,606,558,636,93,81,73,11,287
1692,Illinois State University,IL,I,548,436,373,460,638,514,445,541,289,187,244,0,720
1693,Northeastern Illinois Univ.,IL,IIA,460,378,359,394,529,439,418,455,139,88,71,0,331
1694,Chicago State University,IL,IIA,446,369,320,345,509,425,371,399,120,65,77,14,351
1696,Illinois Wesleyan University,IL,IIB,570,452,374,445,729,593,477,572,32,42,47,8,129
1700,Judson College,IL,IIB,400,358,305,358,486,445,366,438,10,12,6,1,29
1703,Kendall College,IL,IIB,*,357,*,319,*,423,*,377,1,11,3,4,19
1704,Knox College,IL,IIB,508,414,342,432,650,518,416,544,35,17,20,5,77
1706,Lake Forest College,IL,IIB,644,475,402,495,843,650,543,662,26,22,24,5,81
1707,Lewis University,IL,IIA,467,392,330,357,561,481,407,437,37,20,29,52,138
1710,Loyola Univ. of Chicago,IL,I,761,536,433,570,924,664,536,701,164,230,163,6,563
1717,MacMurray College,IL,IIB,324,263,250,262,393,334,307,318,13,9,16,31,69
1722,McKendree College,IL,IIB,433,397,341,381,539,493,407,467,16,10,16,5,47
1724,Millikin University,IL,IIB,478,409,313,386,583,501,383,472,34,38,46,6,124
1725,Monmouth College,IL,IIB,443,339,325,381,544,412,385,464,20,12,11,1,44
1733,National-Louis University,IL,IIA,490,405,337,348,566,472,394,405,20,51,120,23,253
1734,North Central College,IL,IIB,473,399,348,398,588,501,437,497,24,40,28,5,97
1735,North Park College,IL,IIB,415,337,285,339,540,426,352,431,23,18,18,2,65
1737,Northern Illinois University,IL,I,578,435,375,440,667,509,443,515,314,266,246,112,944
1739,Northwestern University,IL,I,860,596,496,712,1045,735,602,868,460,209,203,0,872
1741,Olivet Nazarene University,IL,IIA,391,335,278,320,476,412,346,395,26,22,36,8,92
1744,Principia College,IL,IIB,465,400,345,395,572,540,414,490,20,9,13,7,49
1745,Quincy University,IL,IIB,372,371,285,345,459,462,351,427,18,21,14,2,55
1749,Roosevelt University,IL,IIA,484,405,359,416,610,517,464,531,50,58,42,2,152
1750,Rosary College,IL,IIB,448,378,377,382,543,479,454,468,10,25,34,3,72
1758,Southern Ill.Univ-Carbondale,IL,I,564,436,359,422,657,517,431,500,272,255,313,33,977
1759,Southern Ill.Univ-Edwardsvle,IL,IIA,531,442,389,453,616,520,462,531,168,126,95,24,421
1767,Illinois Benedictine College,IL,IIA,463,395,315,409,576,493,403,511,38,36,17,0,91
1768,Saint Xavier University,IL,IIA,551,452,388,439,667,548,471,531,22,78,53,6,159
1772,Trinity College,IL,IIB,*,346,291,320,*,406,347,377,5,11,13,2,31
1774,University of Chicago,IL,I,894,586,515,742,1104,724,636,916,467,138,161,36,802
1775,Univ. of Illinois-Urbana,IL,I,682,493,421,570,783,574,494,659,927,520,393,1,1868
1776,Univ. of Illinois-Chicago,IL,I,656,476,411,513,755,555,483,596,401,369,296,20,1135
1780,Western Illinois University,IL,IIA,506,427,350,421,587,500,414,493,241,171,123,62,606
1781,Wheaton College,IL,IIA,510,437,368,452,640,569,461,574,67,54,32,3,156
1785,Anderson University,IN,IIB,415,340,316,347,532,427,389,437,43,45,36,14,138
1786,Ball State University,IN,I,517,410,332,384,666,537,438,501,297,160,350,155,965
1787,Bethel College,IN,IIB,*,*,285,295,*,*,363,376,5,4,26,1,36
1788,Butler University,IN,IIA,521,442,366,439,650,551,447,544,72,66,77,3,220
1792,DePauw University,IN,IIB,540,433,361,452,695,570,465,587,51,57,38,0,146
1793,Earlham College,IN,IIB,514,394,338,445,639,483,414,551,44,13,22,0,79
1795,University of Evansville,IN,IIA,500,415,351,414,602,505,415,496,57,43,58,4,170
1798,Franklin College of Indiana,IN,IIB,440,363,325,381,549,453,411,477,24,16,20,0,60
1799,Goshen College,IN,IIB,388,341,291,345,479,410,344,418,37,19,28,0,84
1800,Grace College,IN,IIB,326,264,228,285,439,372,334,395,14,11,6,0,31
1801,Hanover College,IN,IIB,555,437,377,432,682,539,455,524,28,16,35,13,92
1803,Huntington College,IN,IIB,438,367,305,358,544,455,379,444,11,11,13,3,38
1804,University of Indianapolis,IN,IIA,487,408,358,382,620,515,433,469,16,38,52,19,125
1808,Univ. of Southern Indiana,IN,IIA,493,421,377,384,636,545,477,491,35,38,58,50,181
1809,Indiana Univ.-Bloomington,IN,I,674,479,399,540,852,615,507,685,624,344,305,1,1361
1811,Indiana Univ.-East,IN,IIB,*,405,327,341,*,529,424,443,5,12,24,0,59
1812,Indiana-Purdue U.-Fort Wayne,IN,IIA,498,408,340,385,648,534,444,503,53,106,123,15,303
1813,Indiana Univ.-Indianapolis,IN,IIA,643,469,405,469,820,604,514,599,170,217,215,1,688
1814,Indiana Univ. at Kokomo,IN,IIB,519,432,380,397,665,548,482,504,13,21,29,0,81
1815,Indiana Univ.-Northwest,IN,IIA,544,446,355,410,694,575,449,522,25,63,33,0,152
1816,Indiana Univ. at South Bend,IN,IIA,544,445,391,420,696,571,495,537,32,56,57,0,175
1817,Indiana Univ.-Southeast,IN,IIA,529,408,369,422,679,526,470,540,41,24,42,0,125
1820,Manchester College,IN,IIB,412,340,289,340,527,416,348,420,24,22,17,11,74
1821,Marian College,IN,IIB,420,329,303,330,520,411,379,411,15,23,34,5,79
1822,Indiana Wesleyan University,IN,IIB,396,342,294,335,492,431,367,418,22,23,34,2,81
1824,Oakland City College,IN,IIB,*,282,252,269,*,340,314,328,3,11,10,4,28
1825,Purdue Univ.-Main Campus,IN,I,721,485,423,562,920,631,548,722,603,411,400,29,1443
1827,Purdue University-Calumet,IN,IIA,519,413,364,405,677,541,479,530,47,105,74,21,247
1830,Rose-Hulman Inst. of Tech.,IN,IIB,608,522,447,549,797,679,568,715,51,29,21,0,101
1832,Saint Francis College,IN,IIB,*,334,313,316,*,393,371,373,3,8,21,5,37
1833,Saint Joseph's College,IN,IIB,373,374,312,344,486,478,400,443,13,12,19,1,45
1834,Calumet College of St.Joseph,IN,IIB,324,264,235,265,426,350,316,353,6,6,9,2,23
1835,Saint Mary-of-the-Woods Coll,IN,IIB,307,234,199,232,382,295,246,290,11,11,18,4,44
1836,Saint Mary's College,IN,IIB,524,391,331,388,675,509,435,505,21,43,52,1,117
1837,Saint Meinrad College,IN,IIB,357,*,*,332,405,*,*,376,6,3,5,1,15
1838,Taylor University,IN,IIB,404,352,300,355,555,486,382,480,36,31,25,3,95
1839,Tri-State University,IN,IIB,395,324,291,340,485,395,356,415,23,28,10,3,64
1840,University of Notre Dame,IN,I,798,562,470,637,985,701,573,787,274,195,164,11,644
1842,Valparaiso University,IN,IIA,559,423,372,446,681,525,459,548,67,58,74,5,204
1844,Wabash College,IN,IIB,612,474,371,501,770,602,482,637,31,22,20,1,74
1846,Briar Cliff College,IA,IIB,367,324,286,313,473,412,359,398,16,13,28,3,60
1847,Buena Vista College,IA,IIB,484,416,339,382,606,522,440,486,20,12,30,10,72
1850,Central University of Iowa,IA,IIB,464,413,334,395,572,507,405,483,23,36,22,8,89
1852,Clarke College,IA,IIB,436,361,312,338,512,445,379,407,11,10,25,8,54
1854,Coe College,IA,IIB,516,421,340,436,671,541,459,570,30,21,22,0,73
1856,Cornell College,IA,IIB,578,426,368,468,693,534,463,574,31,22,17,5,75
1859,Dordt College,IA,IIB,411,356,308,355,548,470,406,472,30,14,16,12,72
1860,Drake University,IA,IIA,601,458,409,481,762,578,496,600,101,61,107,16,285
1866,Graceland College,IA,IIB,411,331,301,345,490,401,366,418,26,11,29,1,70
1867,Grand View College,IA,IIB,385,320,295,329,481,405,377,416,22,31,20,2,75
1868,Grinnell College,IA,IIB,642,517,405,513,809,641,496,638,46,36,52,3,139
1869,Iowa State University,IA,I,684,506,404,534,842,635,514,666,467,353,284,84,1188
1873,Loras College,IA,IIB,419,363,314,363,531,438,378,445,37,35,31,6,109
1874,Luther College,IA,IIB,478,399,347,404,630,548,445,531,63,26,50,16,155
1879,Morningside College,IA,IIB,389,331,303,341,495,414,365,425,20,29,16,1,66
1880,Mount Mercy College,IA,IIB,379,356,334,337,465,427,396,405,7,20,28,8,63
1881,Mount St. Clare College,IA,IIA,*,*,*,302,*,*,*,373,0,0,0,0,18
1883,Northwestern College,IA,IIB,430,372,311,344,531,477,394,434,9,16,27,6,58
1887,Simpson College,IA,IIB,491,377,339,394,645,473,434,504,25,11,17,14,67
1889,St. Ambrose University,IA,IIB,431,374,325,362,541,471,401,450,29,15,44,8,98
1890,University of Northern Iowa,IA,IIA,586,469,390,447,730,591,491,561,155,152,226,89,622
1891,University of Dubuque,IA,IIB,351,315,309,323,443,392,358,396,19,23,14,2,58
1892,University of Iowa,IA,I,706,509,432,579,872,643,549,723,486,308,260,10,1064
1893,Upper Iowa University,IA,IIB,*,*,287,303,*,*,348,366,4,5,6,12,27
1896,Wartburg College,IA,IIB,447,370,308,358,564,469,385,451,25,21,29,4,89
1899,Teikyo Westmar University,IA,IIB,*,314,289,292,*,388,355,359,5,13,22,14,54
1900,William Penn College,IA,IIB,351,312,269,294,420,386,335,363,8,11,19,7,45
1903,Baker University,KS,IIB,369,318,288,327,443,396,346,397,18,18,16,0,52
1904,Bethany College,KS,IIB,335,280,248,281,415,360,308,350,16,9,24,2,51
1905,Bethel College,KS,IIB,325,285,267,285,408,356,336,358,16,19,8,5,48
1915,Fort Hays State University,KS,IIA,446,378,325,377,556,475,412,474,84,56,71,21,232
1926,Pittsburg State University,KS,IIA,450,381,331,375,567,484,425,477,103,76,70,4,291
1927,Emporia State University,KS,IIA,435,390,330,367,553,499,427,471,67,67,78,26,238
1928,Kansas State University,KS,I,550,419,368,440,686,530,466,554,305,231,259,63,858
1929,Kansas Wesleyan University,KS,IIB,337,290,265,293,394,343,299,340,11,14,10,3,38
1933,McPherson College,KS,IIB,318,274,254,272,397,353,313,342,7,16,11,3,37
1937,Ottawa University,KS,IIB,338,292,264,284,410,348,309,338,13,12,22,8,55
1940,Southwestern College,KS,IIB,340,318,278,311,415,388,341,380,16,10,10,3,39
1943,Saint Mary College,KS,IIB,336,301,261,282,390,358,313,335,10,11,15,5,43
1946,Tabor College,KS,IIB,304,*,222,257,385,*,282,326,8,5,8,3,24
1948,University of Kansas-Main,KS,I,579,422,367,485,714,529,458,603,474,297,204,6,981
1949,Washburn University,KS,IIA,594,438,333,457,719,540,416,561,76,55,59,11,201
1950,Wichita State University,KS,IIA,555,417,361,415,679,518,450,514,101,154,188,24,467
1954,Bellarmine College,KY,IIA,473,385,326,394,583,480,396,482,32,18,27,7,84
1955,Berea College,KY,IIB,552,428,355,436,675,518,421,525,32,43,31,6,112
1958,Brescia College,KY,IIB,*,322,273,299,*,390,324,357,4,10,14,4,32
1959,Campbellsville College,KY,IIB,342,278,252,277,422,350,318,347,12,11,16,7,46
1960,Spalding University,KY,IIB,359,315,289,313,416,370,333,363,15,22,26,3,66
1961,Centre College,KY,IIB,521,418,351,431,653,514,423,532,27,21,21,4,73
1962,Cumberland College,KY,IIB,354,291,272,286,438,362,337,355,17,23,32,20,97
